YEAR,STATE,ITEM,VALUE
2008,WASHINGTON,NUMCOL,49000
2008,WASHINGTON,TOTALLB,2156000
2008,WASHINGTON,TOTALPRICE,3256000
2008,WEST VIRGINIA,LBPERCOL,43
2008,WEST VIRGINIA,NUMCOL,6000
2008,WEST VIRGINIA,TOTALLB,258000
2008,WEST VIRGINIA,TOTALPRICE,557000
2008,WISCONSIN,LBPERCOL,80
2008,WISCONSIN,NUMCOL,58000
2008,WISCONSIN,TOTALLB,4640000
2008,WISCONSIN,TOTALPRICE,6960000
2008,WYOMING,LBPERCOL,61
2008,WYOMING,NUMCOL,39000
2008,WYOMING,TOTALLB,2379000
2008,WYOMING,TOTALPRICE,3259000
2007,ALABAMA,LBPERCOL,56
2007,ALABAMA,NUMCOL,11000
2007,ALABAMA,TOTALLB,616000
2007,ALABAMA,TOTALPRICE,918000
2007,ARIZONA,LBPERCOL,64
2007,ARIZONA,NUMCOL,30000
2007,ARIZONA,TOTALLB,1920000
2007,ARIZONA,TOTALPRICE,2419000
2007,ARKANSAS,LBPERCOL,80
2007,ARKANSAS,NUMCOL,28000
2007,ARKANSAS,TOTALLB,2240000
2007,ARKANSAS,TOTALPRICE,2128000
2007,CALIFORNIA,LBPERCOL,40
2007,CALIFORNIA,NUMCOL,340000
2007,CALIFORNIA,TOTALLB,13600000
2007,CALIFORNIA,TOTALPRICE,14144000
2007,COLORADO,LBPERCOL,51
2007,COLORADO,NUMCOL,31000
2007,COLORADO,TOTALLB,1581000
2007,COLORADO,TOTALPRICE,1818000
2007,FLORIDA,LBPERCOL,71
2007,FLORIDA,NUMCOL,160000
2007,FLORIDA,TOTALLB,11360000
2007,FLORIDA,TOTALPRICE,11246000
2007,GEORGIA,LBPERCOL,58
2007,GEORGIA,NUMCOL,60000
2007,GEORGIA,TOTALLB,3480000
2007,GEORGIA,TOTALPRICE,4141000
2007,HAWAII,LBPERCOL,92
2007,HAWAII,NUMCOL,10000
2007,HAWAII,TOTALLB,920000
2007,HAWAII,TOTALPRICE,1564000
2007,IDAHO,LBPERCOL,41
2007,IDAHO,NUMCOL,92000
2007,IDAHO,TOTALLB,3772000
2007,IDAHO,TOTALPRICE,4338000
2007,ILLINOIS,LBPERCOL,63
2007,ILLINOIS,NUMCOL,9000
2007,ILLINOIS,TOTALLB,567000
2007,ILLINOIS,TOTALPRICE,1412000
2007,INDIANA,LBPERCOL,53
2007,INDIANA,NUMCOL,8000
2007,INDIANA,TOTALLB,424000
2007,INDIANA,TOTALPRICE,636000
2007,IOWA,LBPERCOL,81
2007,IOWA,NUMCOL,26000
2007,IOWA,TOTALLB,2106000
2007,IOWA,TOTALPRICE,2759000
2007,KANSAS,LBPERCOL,40
2007,KANSAS,NUMCOL,14000
2007,KANSAS,TOTALLB,560000
2007,KANSAS,TOTALPRICE,661000
2007,KENTUCKY,LBPERCOL,61
2007,KENTUCKY,NUMCOL,4000
2007,KENTUCKY,TOTALLB,244000
2007,KENTUCKY,TOTALPRICE,517000
2007,LOUISIANA,LBPERCOL,89
2007,LOUISIANA,NUMCOL,29000
2007,LOUISIANA,TOTALLB,2581000
2007,LOUISIANA,TOTALPRICE,2787000
2007,MAINE,LBPERCOL,26
2007,MAINE,NUMCOL,9000
2007,MAINE,TOTALLB,234000
2007,MAINE,TOTALPRICE,309000
2007,MICHIGAN,LBPERCOL,64
2007,MICHIGAN,NUMCOL,72000
2007,MICHIGAN,TOTALLB,4608000
2007,MICHIGAN,TOTALPRICE,5484000
2007,MINNESOTA,LBPERCOL,68
2007,MINNESOTA,NUMCOL,130000
2007,MINNESOTA,TOTALLB,8840000
2007,MINNESOTA,TOTALPRICE,9194000
2007,MISSISSIPPI,LBPERCOL,92
2007,MISSISSIPPI,NUMCOL,15000
2007,MISSISSIPPI,TOTALLB,1380000
2007,MISSISSIPPI,TOTALPRICE,1256000
2007,MISSOURI,LBPERCOL,46
2007,MISSOURI,NUMCOL,14000
2007,MISSOURI,TOTALLB,644000
2007,MISSOURI,TOTALPRICE,721000
2007,MONTANA,LBPERCOL,68
2007,MONTANA,NUMCOL,135000
2007,MONTANA,TOTALLB,9180000
2007,MONTANA,TOTALPRICE,9088000
2007,NEBRASKA,LBPERCOL,49
2007,NEBRASKA,NUMCOL,45000
2007,NEBRASKA,TOTALLB,2205000
2007,NEBRASKA,TOTALPRICE,2271000
2007,NEVADA,LBPERCOL,28
2007,NEVADA,NUMCOL,10000
2007,NEVADA,TOTALLB,280000
2007,NEVADA,TOTALPRICE,837000
2007,NEW JERSEY,LBPERCOL,57
2007,NEW JERSEY,NUMCOL,9000
2007,NEW JERSEY,TOTALLB,513000
2007,NEW JERSEY,TOTALPRICE,1005000
2007,NEW MEXICO,LBPERCOL,59
2007,NEW MEXICO,NUMCOL,6000
2007,NEW MEXICO,TOTALLB,354000
2007,NEW MEXICO,TOTALPRICE,503000
2007,NEW YORK,LBPERCOL,57
2007,NEW YORK,NUMCOL,53000
2007,NEW YORK,TOTALLB,3021000
2007,NEW YORK,TOTALPRICE,4169000
2007,NORTH CAROLINA,LBPERCOL,45
2007,NORTH CAROLINA,NUMCOL,12000
2007,NORTH CAROLINA,TOTALLB,540000
2007,NORTH CAROLINA,TOTALPRICE,1345000
2007,NORTH DAKOTA,LBPERCOL,74
2007,NORTH DAKOTA,NUMCOL,420000
2007,NORTH DAKOTA,TOTALLB,31080000
2007,NORTH DAKOTA,TOTALPRICE,29837000
2007,OHIO,LBPERCOL,61
2007,OHIO,NUMCOL,14000
2007,OHIO,TOTALLB,854000
2007,OHIO,TOTALPRICE,1512000
2007,OREGON,LBPERCOL,43
2007,OREGON,NUMCOL,46000
2007,OREGON,TOTALLB,1978000
2007,OREGON,TOTALPRICE,2591000
2007,OTHER STATES,LBPERCOL,48
2007,OTHER STATES,NUMCOL,15000
2007,OTHER STATES,TOTALLB,720000
2007,OTHER STATES,TOTALPRICE,1915000
2007,PENNSYLVANIA,LBPERCOL,42
2007,PENNSYLVANIA,NUMCOL,25000
2007,PENNSYLVANIA,TOTALLB,1050000
2007,PENNSYLVANIA,TOTALPRICE,1785000
2007,SOUTH DAKOTA,LBPERCOL,52
2007,SOUTH DAKOTA,NUMCOL,255000
2007,SOUTH DAKOTA,TOTALLB,13260000
2007,SOUTH DAKOTA,TOTALPRICE,13525000
2007,TENNESSEE,LBPERCOL,65
2007,TENNESSEE,NUMCOL,7000
2007,TENNESSEE,TOTALLB,455000
2007,TENNESSEE,TOTALPRICE,905000
2007,TEXAS,LBPERCOL,82
2007,TEXAS,NUMCOL,105000
2007,TEXAS,TOTALLB,8610000
2007,TEXAS,TOTALPRICE,8266000
2007,UTAH,LBPERCOL,42
2007,UTAH,NUMCOL,28000
2007,UTAH,TOTALLB,1176000
2007,UTAH,TOTALPRICE,1329000
2007,VERMONT,LBPERCOL,64
2007,VERMONT,NUMCOL,5000
2007,VERMONT,TOTALLB,320000
2007,VERMONT,TOTALPRICE,544000
2007,VIRGINIA,LBPERCOL,46
2007,VIRGINIA,NUMCOL,6000
2007,VIRGINIA,TOTALLB,276000
2007,VIRGINIA,TOTALPRICE,671000
2007,WASHINGTON,LBPERCOL,44
2007,WASHINGTON,NUMCOL,46000
2007,WASHINGTON,TOTALLB,2024000
2007,WASHINGTON,TOTALPRICE,2530000
2007,WEST VIRGINIA,LBPERCOL,48
2007,WEST VIRGINIA,NUMCOL,6000
2007,WEST VIRGINIA,TOTALLB,288000
2007,WEST VIRGINIA,TOTALPRICE,602000
2007,WISCONSIN,LBPERCOL,84
2007,WISCONSIN,NUMCOL,60000
2007,WISCONSIN,TOTALLB,5040000
2007,WISCONSIN,TOTALPRICE,6149000
2007,WYOMING,LBPERCOL,80
2007,WYOMING,NUMCOL,43000
2007,WYOMING,TOTALLB,3440000
2007,WYOMING,TOTALPRICE,3440000
2006,ALABAMA,LBPERCOL,72
2006,ALABAMA,NUMCOL,11000
2006,ALABAMA,TOTALLB,792000
2006,ALABAMA,TOTALPRICE,958000
2006,ARIZONA,LBPERCOL,65
2006,ARIZONA,NUMCOL,30000
2006,ARIZONA,TOTALLB,1950000
2006,ARIZONA,TOTALPRICE,1775000
2006,ARKANSAS,LBPERCOL,76
2006,ARKANSAS,NUMCOL,32000
2006,ARKANSAS,TOTALLB,2432000
2006,ARKANSAS,TOTALPRICE,2164000
2006,CALIFORNIA,LBPERCOL,52
2006,CALIFORNIA,NUMCOL,380000
2006,CALIFORNIA,TOTALLB,19760000
2006,CALIFORNIA,TOTALPRICE,19167000
2006,COLORADO,LBPERCOL,75
2006,COLORADO,NUMCOL,36000
2006,COLORADO,TOTALLB,2700000
2006,COLORADO,TOTALPRICE,2808000
2006,FLORIDA,LBPERCOL,81
2006,FLORIDA,NUMCOL,170000
2006,FLORIDA,TOTALLB,13770000
2006,FLORIDA,TOTALPRICE,13770000
2006,GEORGIA,LBPERCOL,74
2006,GEORGIA,NUMCOL,63000
2006,GEORGIA,TOTALLB,4662000
2006,GEORGIA,TOTALPRICE,5594000
2006,HAWAII,LBPERCOL,93
2006,HAWAII,NUMCOL,10000
2006,HAWAII,TOTALLB,930000
2006,HAWAII,TOTALPRICE,1125000
2006,IDAHO,LBPERCOL,44
2006,IDAHO,NUMCOL,95000
2006,IDAHO,TOTALLB,4180000
2006,IDAHO,TOTALPRICE,4055000
2006,ILLINOIS,LBPERCOL,66
2006,ILLINOIS,NUMCOL,10000
2006,ILLINOIS,TOTALLB,660000
2006,ILLINOIS,TOTALPRICE,1412000
2006,INDIANA,LBPERCOL,54
2006,INDIANA,NUMCOL,7000
2006,INDIANA,TOTALLB,378000
2006,INDIANA,TOTALPRICE,597000
2006,IOWA,LBPERCOL,84
2006,IOWA,NUMCOL,26000
2006,IOWA,TOTALLB,2184000
2006,IOWA,TOTALPRICE,2992000
2006,KANSAS,LBPERCOL,55
2006,KANSAS,NUMCOL,14000
2006,KANSAS,TOTALLB,770000
2006,KANSAS,TOTALPRICE,901000
2006,KENTUCKY,LBPERCOL,56
2006,KENTUCKY,NUMCOL,5000
2006,KENTUCKY,TOTALLB,280000
2006,KENTUCKY,TOTALPRICE,613000
2006,LOUISIANA,LBPERCOL,90
2006,LOUISIANA,NUMCOL,30000
2006,LOUISIANA,TOTALLB,2700000
2006,LOUISIANA,TOTALPRICE,2430000
2006,MAINE,LBPERCOL,23
2006,MAINE,NUMCOL,11000
2006,MAINE,TOTALLB,253000
2006,MAINE,TOTALPRICE,405000
2006,MICHIGAN,LBPERCOL,55
2006,MICHIGAN,NUMCOL,72000
2006,MICHIGAN,TOTALLB,3960000
2006,MICHIGAN,TOTALPRICE,4554000
2006,MINNESOTA,LBPERCOL,80
2006,MINNESOTA,NUMCOL,125000
2006,MINNESOTA,TOTALLB,10000000
2006,MINNESOTA,TOTALPRICE,9400000
2006,MISSISSIPPI,LBPERCOL,98
2006,MISSISSIPPI,NUMCOL,14000
2006,MISSISSIPPI,TOTALLB,1372000
2006,MISSISSIPPI,TOTALPRICE,1276000
2006,MISSOURI,LBPERCOL,46
2006,MISSOURI,NUMCOL,15000
2006,MISSOURI,TOTALLB,690000
2006,MISSOURI,TOTALPRICE,676000
2006,MONTANA,LBPERCOL,79
2006,MONTANA,NUMCOL,132000
2006,MONTANA,TOTALLB,10428000
2006,MONTANA,TOTALPRICE,9907000
2006,NEBRASKA,LBPERCOL,73
2006,NEBRASKA,NUMCOL,47000
2006,NEBRASKA,TOTALLB,3431000
2006,NEBRASKA,TOTALPRICE,3191000
2006,NEVADA,LBPERCOL,37
2006,NEVADA,NUMCOL,9000
2006,NEVADA,TOTALLB,333000
2006,NEVADA,TOTALPRICE,1205000
2006,NEW JERSEY,LBPERCOL,36
2006,NEW JERSEY,NUMCOL,9000
2006,NEW JERSEY,TOTALLB,324000
2006,NEW JERSEY,TOTALPRICE,369000
2006,NEW MEXICO,LBPERCOL,48
2006,NEW MEXICO,NUMCOL,7000
2006,NEW MEXICO,TOTALLB,336000
2006,NEW MEXICO,TOTALPRICE,400000
2006,NEW YORK,LBPERCOL,64
2006,NEW YORK,NUMCOL,58000
2006,NEW YORK,TOTALLB,3712000
2006,NEW YORK,TOTALPRICE,4826000
2006,NORTH CAROLINA,LBPERCOL,50
2006,NORTH CAROLINA,NUMCOL,10000
2006,NORTH CAROLINA,TOTALLB,500000
2006,NORTH CAROLINA,TOTALPRICE,785000
2006,NORTH DAKOTA,LBPERCOL,74
2006,NORTH DAKOTA,NUMCOL,350000
2006,NORTH DAKOTA,TOTALLB,25900000
2006,NORTH DAKOTA,TOTALPRICE,23569000
2006,OHIO,LBPERCOL,56
2006,OHIO,NUMCOL,14000
2006,OHIO,TOTALLB,784000
2006,OHIO,TOTALPRICE,1098000
2006,OREGON,LBPERCOL,48
2006,OREGON,NUMCOL,46000
2006,OREGON,TOTALLB,2208000
2006,OREGON,TOTALPRICE,2318000
2006,OTHER STATES,LBPERCOL,42
2006,OTHER STATES,NUMCOL,16000
2006,OTHER STATES,TOTALLB,672000
2006,OTHER STATES,TOTALPRICE,1599000
2006,PENNSYLVANIA,LBPERCOL,40
2006,PENNSYLVANIA,NUMCOL,28000
2006,PENNSYLVANIA,TOTALLB,1120000
2006,PENNSYLVANIA,TOTALPRICE,1826000
2006,SOUTH DAKOTA,LBPERCOL,47
2006,SOUTH DAKOTA,NUMCOL,225000
2006,SOUTH DAKOTA,TOTALLB,10575000
2006,SOUTH DAKOTA,TOTALPRICE,9941000
2006,TENNESSEE,LBPERCOL,55
2006,TENNESSEE,NUMCOL,7000
2006,TENNESSEE,TOTALLB,385000
2006,TENNESSEE,TOTALPRICE,708000
2006,TEXAS,LBPERCOL,70
2006,TEXAS,NUMCOL,82000
2006,TEXAS,TOTALLB,5740000
2006,TEXAS,TOTALPRICE,5109000
2006,UTAH,LBPERCOL,50
2006,UTAH,NUMCOL,26000
2006,UTAH,TOTALLB,1300000
2006,UTAH,TOTALPRICE,1274000
2006,VERMONT,LBPERCOL,56
2006,VERMONT,NUMCOL,6000
2006,VERMONT,TOTALLB,336000
2006,VERMONT,TOTALPRICE,403000
2006,VIRGINIA,LBPERCOL,42
2006,VIRGINIA,NUMCOL,8000
2006,VIRGINIA,TOTALLB,336000
2006,VIRGINIA,TOTALPRICE,739000
2006,WASHINGTON,LBPERCOL,52
2006,WASHINGTON,NUMCOL,49000
2006,WASHINGTON,TOTALLB,2548000
2006,WASHINGTON,TOTALPRICE,3160000
2006,WEST VIRGINIA,LBPERCOL,42
2006,WEST VIRGINIA,NUMCOL,6000
2006,WEST VIRGINIA,TOTALLB,252000
2006,WEST VIRGINIA,TOTALPRICE,509000
2006,WISCONSIN,LBPERCOL,93
2006,WISCONSIN,NUMCOL,64000
2006,WISCONSIN,TOTALLB,5952000
2006,WISCONSIN,TOTALPRICE,6666000
2006,WYOMING,LBPERCOL,85
2006,WYOMING,NUMCOL,39000
2006,WYOMING,TOTALLB,3315000
2006,WYOMING,TOTALPRICE,3249000
2005,ALABAMA,LBPERCOL,66
2005,ALABAMA,NUMCOL,13000
2005,ALABAMA,TOTALLB,858000
2005,ALABAMA,TOTALPRICE,875000
2005,ARIZONA,LBPERCOL,50
2005,ARIZONA,NUMCOL,36000
2005,ARIZONA,TOTALLB,1800000
2005,ARIZONA,TOTALPRICE,1872000
2005,ARKANSAS,LBPERCOL,69
2005,ARKANSAS,NUMCOL,36000
2005,ARKANSAS,TOTALLB,2484000
2005,ARKANSAS,TOTALPRICE,2409000
2005,CALIFORNIA,LBPERCOL,75
2005,CALIFORNIA,NUMCOL,400000
2005,CALIFORNIA,TOTALLB,30000000
2005,CALIFORNIA,TOTALPRICE,25800000
2005,COLORADO,LBPERCOL,70
2005,COLORADO,NUMCOL,28000
2005,COLORADO,TOTALLB,1960000
2005,COLORADO,TOTALPRICE,1901000
2005,FLORIDA,LBPERCOL,86
2005,FLORIDA,NUMCOL,160000
2005,FLORIDA,TOTALLB,13760000
2005,FLORIDA,TOTALPRICE,11971000
2005,GEORGIA,LBPERCOL,49
2005,GEORGIA,NUMCOL,59000
2005,GEORGIA,TOTALLB,2891000
2005,GEORGIA,TOTALPRICE,2573000
2005,HAWAII,LBPERCOL,131
2005,HAWAII,NUMCOL,9000
2005,HAWAII,TOTALLB,1179000
2005,HAWAII,TOTALPRICE,1686000
2005,IDAHO,LBPERCOL,37
2005,IDAHO,NUMCOL,95000
2005,IDAHO,TOTALLB,3515000
2005,IDAHO,TOTALPRICE,2812000
2005,ILLINOIS,LBPERCOL,85
2005,ILLINOIS,NUMCOL,8000
2005,ILLINOIS,TOTALLB,680000
2005,ILLINOIS,TOTALPRICE,1251000
2005,INDIANA,LBPERCOL,64
2005,INDIANA,NUMCOL,8000
2005,INDIANA,TOTALLB,512000
2005,INDIANA,TOTALPRICE,604000
2005,IOWA,LBPERCOL,88
2005,IOWA,NUMCOL,28000
2005,IOWA,TOTALLB,2464000
2005,IOWA,TOTALPRICE,2981000
2005,KANSAS,LBPERCOL,50
2005,KANSAS,NUMCOL,16000
2005,KANSAS,TOTALLB,800000
2005,KANSAS,TOTALPRICE,840000
2005,KENTUCKY,LBPERCOL,50
2005,KENTUCKY,NUMCOL,5000
2005,KENTUCKY,TOTALLB,250000
2005,KENTUCKY,TOTALPRICE,520000
2005,LOUISIANA,LBPERCOL,97
2005,LOUISIANA,NUMCOL,35000
2005,LOUISIANA,TOTALLB,3395000
2005,LOUISIANA,TOTALPRICE,2444000
2005,MAINE,LBPERCOL,26
2005,MAINE,NUMCOL,8000
2005,MAINE,TOTALLB,208000
2005,MAINE,TOTALPRICE,345000
2005,MICHIGAN,LBPERCOL,68
2005,MICHIGAN,NUMCOL,65000
2005,MICHIGAN,TOTALLB,4420000
2005,MICHIGAN,TOTALPRICE,4155000
2005,MINNESOTA,LBPERCOL,74
2005,MINNESOTA,NUMCOL,120000
2005,MINNESOTA,TOTALLB,8880000
2005,MINNESOTA,TOTALPRICE,7992000
2005,MISSISSIPPI,LBPERCOL,80
2005,MISSISSIPPI,NUMCOL,16000
2005,MISSISSIPPI,TOTALLB,1280000
2005,MISSISSIPPI,TOTALPRICE,858000
2005,MISSOURI,LBPERCOL,50
2005,MISSOURI,NUMCOL,15000
2005,MISSOURI,TOTALLB,750000
2005,MISSOURI,TOTALPRICE,915000
2005,MONTANA,LBPERCOL,67
2005,MONTANA,NUMCOL,130000
2005,MONTANA,TOTALLB,8710000
2005,MONTANA,TOTALPRICE,7491000
2005,NEBRASKA,LBPERCOL,68
2005,NEBRASKA,NUMCOL,40000
2005,NEBRASKA,TOTALLB,2720000
2005,NEBRASKA,TOTALPRICE,2366000
2005,NEVADA,LBPERCOL,46
2005,NEVADA,NUMCOL,12000
2005,NEVADA,TOTALLB,552000
2005,NEVADA,TOTALPRICE,1717000
2005,NEW JERSEY,LBPERCOL,32
2005,NEW JERSEY,NUMCOL,12000
2005,NEW JERSEY,TOTALLB,384000
2005,NEW JERSEY,TOTALPRICE,461000
2005,NEW MEXICO,LBPERCOL,49
2005,NEW MEXICO,NUMCOL,7000
2005,NEW MEXICO,TOTALLB,343000
2005,NEW MEXICO,TOTALPRICE,353000
2005,NEW YORK,LBPERCOL,73
2005,NEW YORK,NUMCOL,59000
2005,NEW YORK,TOTALLB,4307000
2005,NEW YORK,TOTALPRICE,5771000
2005,NORTH CAROLINA,LBPERCOL,54
2005,NORTH CAROLINA,NUMCOL,10000
2005,NORTH CAROLINA,TOTALLB,540000
2005,NORTH CAROLINA,TOTALPRICE,1015000
2005,NORTH DAKOTA,LBPERCOL,91
2005,NORTH DAKOTA,NUMCOL,370000
2005,NORTH DAKOTA,TOTALLB,33670000
2005,NORTH DAKOTA,TOTALPRICE,27946000
2005,OHIO,LBPERCOL,69
2005,OHIO,NUMCOL,15000
2005,OHIO,TOTALLB,1035000
2005,OHIO,TOTALPRICE,1449000
2005,OREGON,LBPERCOL,42
2005,OREGON,NUMCOL,39000
2005,OREGON,TOTALLB,1638000
2005,OREGON,TOTALPRICE,1769000
2005,OTHER STATES,LBPERCOL,43
2005,OTHER STATES,NUMCOL,15000
2005,OTHER STATES,TOTALLB,645000
2005,OTHER STATES,TOTALPRICE,1554000
2005,PENNSYLVANIA,LBPERCOL,56
2005,PENNSYLVANIA,NUMCOL,28000
2005,PENNSYLVANIA,TOTALLB,1568000
2005,PENNSYLVANIA,TOTALPRICE,1756000
2005,SOUTH DAKOTA,LBPERCOL,79
2005,SOUTH DAKOTA,NUMCOL,220000
2005,SOUTH DAKOTA,TOTALLB,17380000
2005,SOUTH DAKOTA,TOTALPRICE,14425000
2005,TENNESSEE,LBPERCOL,55
2005,TENNESSEE,NUMCOL,7000
2005,TENNESSEE,TOTALLB,385000
2005,TENNESSEE,TOTALPRICE,643000
2005,TEXAS,LBPERCOL,71
2005,TEXAS,NUMCOL,84000
2005,TEXAS,TOTALLB,5964000
2005,TEXAS,TOTALPRICE,5129000
2005,UTAH,LBPERCOL,45
2005,UTAH,NUMCOL,24000
2005,UTAH,TOTALLB,1080000
2005,UTAH,TOTALPRICE,1026000
2005,VERMONT,LBPERCOL,91
2005,VERMONT,NUMCOL,6000
2005,VERMONT,TOTALLB,546000
2005,VERMONT,TOTALPRICE,612000
2005,VIRGINIA,LBPERCOL,37
2005,VIRGINIA,NUMCOL,8000
2005,VIRGINIA,TOTALLB,296000
2005,VIRGINIA,TOTALPRICE,651000
2005,WASHINGTON,LBPERCOL,55
2005,WASHINGTON,NUMCOL,51000
2005,WASHINGTON,TOTALLB,2805000
2005,WASHINGTON,TOTALPRICE,2833000
2005,WEST VIRGINIA,LBPERCOL,51
2005,WEST VIRGINIA,NUMCOL,8000
2005,WEST VIRGINIA,TOTALLB,408000
2005,WEST VIRGINIA,TOTALPRICE,526000
2005,WISCONSIN,LBPERCOL,83
2005,WISCONSIN,NUMCOL,64000
2005,WISCONSIN,TOTALLB,5312000
2005,WISCONSIN,TOTALPRICE,6056000
2005,WYOMING,LBPERCOL,56
2005,WYOMING,NUMCOL,40000
2005,WYOMING,TOTALLB,2240000
2005,WYOMING,TOTALPRICE,1994000
2004,ALABAMA,LBPERCOL,87
2004,ALABAMA,NUMCOL,12000
2004,ALABAMA,TOTALLB,1044000
2004,ALABAMA,TOTALPRICE,1472000
2004,ARIZONA,LBPERCOL,55
2004,ARIZONA,NUMCOL,32000
2004,ARIZONA,TOTALLB,1760000
2004,ARIZONA,TOTALPRICE,1954000
2004,ARKANSAS,LBPERCOL,57
2004,ARKANSAS,NUMCOL,40000
2004,ARKANSAS,TOTALLB,2280000
2004,ARKANSAS,TOTALPRICE,1984000
2004,CALIFORNIA,LBPERCOL,45
2004,CALIFORNIA,NUMCOL,390000
2004,CALIFORNIA,TOTALLB,17550000
2004,CALIFORNIA,TOTALPRICE,18428000
2004,COLORADO,LBPERCOL,80
2004,COLORADO,NUMCOL,23000
2004,COLORADO,TOTALLB,1840000
2004,COLORADO,TOTALPRICE,2484000
2004,FLORIDA,LBPERCOL,98
2004,FLORIDA,NUMCOL,205000
2004,FLORIDA,TOTALLB,20090000
2004,FLORIDA,TOTALPRICE,20492000
2004,GEORGIA,LBPERCOL,49
2004,GEORGIA,NUMCOL,63000
2004,GEORGIA,TOTALLB,3087000
2004,GEORGIA,TOTALPRICE,3704000
2004,HAWAII,LBPERCOL,96
2004,HAWAII,NUMCOL,8000
2004,HAWAII,TOTALLB,768000
2004,HAWAII,TOTALPRICE,1221000
2004,IDAHO,LBPERCOL,63
2004,IDAHO,NUMCOL,100000
2004,IDAHO,TOTALLB,6300000
2004,IDAHO,TOTALPRICE,6426000
2004,ILLINOIS,LBPERCOL,55
2004,ILLINOIS,NUMCOL,7000
2004,ILLINOIS,TOTALLB,385000
2004,ILLINOIS,TOTALPRICE,716000
2004,INDIANA,LBPERCOL,59
2004,INDIANA,NUMCOL,7000
2004,INDIANA,TOTALLB,413000
2004,INDIANA,TOTALPRICE,607000
2004,IOWA,LBPERCOL,67
2004,IOWA,NUMCOL,35000
2004,IOWA,TOTALLB,2345000
2004,IOWA,TOTALPRICE,2486000
2004,KANSAS,LBPERCOL,80
2004,KANSAS,NUMCOL,14000
2004,KANSAS,TOTALLB,1120000
2004,KANSAS,TOTALPRICE,1322000
2004,KENTUCKY,LBPERCOL,56
2004,KENTUCKY,NUMCOL,5000
2004,KENTUCKY,TOTALLB,280000
2004,KENTUCKY,TOTALPRICE,549000
2004,LOUISIANA,LBPERCOL,98
2004,LOUISIANA,NUMCOL,35000
2004,LOUISIANA,TOTALLB,3430000
2004,LOUISIANA,TOTALPRICE,2710000
2004,MAINE,LBPERCOL,31
2004,MAINE,NUMCOL,7000
2004,MAINE,TOTALLB,217000
2004,MAINE,TOTALPRICE,278000
2004,MICHIGAN,LBPERCOL,67
2004,MICHIGAN,NUMCOL,65000
2004,MICHIGAN,TOTALLB,4355000
2004,MICHIGAN,TOTALPRICE,5052000
2004,MINNESOTA,LBPERCOL,75
2004,MINNESOTA,NUMCOL,135000
2004,MINNESOTA,TOTALLB,10125000
2004,MINNESOTA,TOTALPRICE,10935000
2004,MISSISSIPPI,LBPERCOL,65
2004,MISSISSIPPI,NUMCOL,18000
2004,MISSISSIPPI,TOTALLB,1170000
2004,MISSISSIPPI,TOTALPRICE,924000
2004,MISSOURI,LBPERCOL,41
2004,MISSOURI,NUMCOL,16000
2004,MISSOURI,TOTALLB,656000
2004,MISSOURI,TOTALPRICE,892000
2004,MONTANA,LBPERCOL,77
2004,MONTANA,NUMCOL,140000
2004,MONTANA,TOTALLB,10780000
2004,MONTANA,TOTALPRICE,11642000
2004,NEBRASKA,LBPERCOL,89
2004,NEBRASKA,NUMCOL,51000
2004,NEBRASKA,TOTALLB,4539000
2004,NEBRASKA,TOTALPRICE,4584000
2004,NEVADA,LBPERCOL,55
2004,NEVADA,NUMCOL,14000
2004,NEVADA,TOTALLB,770000
2004,NEVADA,TOTALPRICE,1371000
2004,NEW JERSEY,LBPERCOL,27
2004,NEW JERSEY,NUMCOL,12000
2004,NEW JERSEY,TOTALLB,324000
2004,NEW JERSEY,TOTALPRICE,454000
2004,NEW MEXICO,LBPERCOL,44
2004,NEW MEXICO,NUMCOL,8000
2004,NEW MEXICO,TOTALLB,352000
2004,NEW MEXICO,TOTALPRICE,419000
2004,NEW YORK,LBPERCOL,67
2004,NEW YORK,NUMCOL,64000
2004,NEW YORK,TOTALLB,4288000
2004,NEW YORK,TOTALPRICE,5832000
2004,NORTH CAROLINA,LBPERCOL,40
2004,NORTH CAROLINA,NUMCOL,9000
2004,NORTH CAROLINA,TOTALLB,360000
2004,NORTH CAROLINA,TOTALPRICE,695000
2004,NORTH DAKOTA,LBPERCOL,78
2004,NORTH DAKOTA,NUMCOL,390000
2004,NORTH DAKOTA,TOTALLB,30420000
2004,NORTH DAKOTA,TOTALPRICE,31941000
2004,OHIO,LBPERCOL,58
2004,OHIO,NUMCOL,16000
2004,OHIO,TOTALLB,928000
2004,OHIO,TOTALPRICE,1420000
2004,OREGON,LBPERCOL,54
2004,OREGON,NUMCOL,42000
2004,OREGON,TOTALLB,2268000
2004,OREGON,TOTALPRICE,2744000
2004,OTHER STATES,LBPERCOL,51
2004,OTHER STATES,NUMCOL,15000
2004,OTHER STATES,TOTALLB,765000
2004,OTHER STATES,TOTALPRICE,1851000
2004,PENNSYLVANIA,LBPERCOL,54
2004,PENNSYLVANIA,NUMCOL,30000
2004,PENNSYLVANIA,TOTALLB,1620000
2004,PENNSYLVANIA,TOTALPRICE,2300000
2004,SOUTH DAKOTA,LBPERCOL,105
2004,SOUTH DAKOTA,NUMCOL,215000
2004,SOUTH DAKOTA,TOTALLB,22575000
2004,SOUTH DAKOTA,TOTALPRICE,22801000
2004,TENNESSEE,LBPERCOL,54
2004,TENNESSEE,NUMCOL,6000
2004,TENNESSEE,TOTALLB,324000
